distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,exp_end_key.rt,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,162,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,1402.005418899993,1402.005418899993,1402.005418899993,1402.005418899993,1402.9955241999996,1403.0298531000008,j,j,1,0.8377610000025015,1403.8451137999946,1403.8451137999946,1403.8451137999946,1403.8451137999946,1403.8451137999946,1403.8451137999946,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,163,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,negative,1403.8451137999946,1403.8451137999946,1403.8451137999946,1403.8451137999946,1404.8312446999917,1404.876558799995,l,l,1,0.9828665000095498,1405.832406299989,1405.832406299989,1405.832406299989,1405.832406299989,1405.832406299989,1405.832406299989,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,164,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,neutral,1405.832406299989,1405.832406299989,1405.832406299989,1405.832406299989,1406.8117898999917,1406.8788757000002,k,k,1,0.8152261999930488,1407.6481528000004,1407.6481528000004,1407.6481528000004,1407.6481528000004,1407.6481528000004,1407.6481528000004,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,165,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,negative,1407.6481528000004,1407.6481528000004,1407.6481528000004,1407.6481528000004,1408.6710087999963,1408.7032210999896,l,l,1,1.0980194000003394,1409.7506201999931,1409.7506201999931,1409.7506201999931,1409.7506201999931,1409.7506201999931,1409.7506201999931,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,166,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1409.7506201999931,1409.7506201999931,1409.7506201999931,1409.7506201999931,1410.7270346000005,1410.791436200001,j,j,1,0.6818207000032999,1411.4362089999922,1411.4362089999922,1411.4362089999922,1411.4362089999922,1411.4362089999922,1411.4362089999922,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,167,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,1411.4362089999922,1411.4362089999922,1411.4362089999922,1411.4362089999922,1412.4175707999966,1412.481652699993,k,k,1,0.6501105999923311,1413.0893992999918,1413.0893992999918,1413.0893992999918,1413.0893992999918,1413.0893992999918,1413.0893992999918,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,168,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,neutral,1413.0893992999918,1413.0893992999918,1413.0893992999918,1413.0893992999918,1414.0864376999962,1414.1162042999931,k,k,1,0.8916980000067269,1414.9852064000006,1414.9852064000006,1414.9852064000006,1414.9852064000006,1414.9852064000006,1414.9852064000006,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,169,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,neutral,1414.9852064000006,1414.9852064000006,1414.9852064000006,1414.9852064000006,1415.9804511999973,1416.0105636999942,k,k,1,0.8357050999911735,1416.825941499992,1416.825941499992,1416.825941499992,1416.825941499992,1416.825941499992,1416.825941499992,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,170,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,1416.825941499992,1416.825941499992,1416.825941499992,1416.825941499992,1417.8218904999958,1417.8520332999906,l,l,1,0.7907709999999497,1418.6201411999937,1418.6201411999937,1418.6201411999937,1418.6201411999937,1418.6201411999937,1418.6201411999937,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,171,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,positive,1418.6201411999937,1418.6201411999937,1418.6201411999937,1418.6201411999937,1419.5973860999948,1419.6593596999883,j,j,1,0.786893800002872,1420.4068790999881,1420.4068790999881,1420.4068790999881,1420.4068790999881,1420.4068790999881,1420.4068790999881,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,172,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,positive,1420.4068790999881,1420.4068790999881,1420.4068790999881,1420.4068790999881,1421.4058978999965,1421.4398868999997,j,j,1,0.7985974000039278,1422.2131372000003,1422.2131372000003,1422.2131372000003,1422.2131372000003,1422.2131372000003,1422.2131372000003,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,173,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,1422.2131372000003,1422.2131372000003,1422.2131372000003,1422.2131372000003,1423.2028589999973,1423.2386693000008,j,j,1,0.7791926999925636,1423.9955943999958,1423.9955943999958,1423.9955943999958,1423.9955943999958,1423.9955943999958,1423.9955943999958,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,174,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,positive,1423.9955943999958,1423.9955943999958,1423.9955943999958,1423.9955943999958,1424.9595406000008,1425.037401099995,j,j,1,0.7509031999943545,1425.744899799989,1425.744899799989,1425.744899799989,1425.744899799989,1425.744899799989,1425.744899799989,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,175,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1425.744899799989,1425.744899799989,1425.744899799989,1425.744899799989,1426.7492309999943,1426.7831537999882,k,k,1,0.8033403000008548,1427.5563498999982,1427.5563498999982,1427.5563498999982,1427.5563498999982,1427.5563498999982,1427.5563498999982,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,176,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,negative,1427.5563498999982,1427.5563498999982,1427.5563498999982,1427.5563498999982,1428.5306065999903,1428.5980951999954,l,l,1,0.8750807000033092,1429.4302721999993,1429.4302721999993,1429.4302721999993,1429.4302721999993,1429.4302721999993,1429.4302721999993,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,177,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1429.4302721999993,1429.4302721999993,1429.4302721999993,1429.4302721999993,1430.4276170999947,1430.459704599998,k,k,1,0.8020150999946054,1431.2371394999936,1431.2371394999936,1431.2371394999936,1431.2371394999936,1431.2371394999936,1431.2371394999936,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,178,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,negative,1431.2371394999936,1431.2371394999936,1431.2371394999936,1431.2371394999936,1432.2336973999918,1432.268685099989,l,l,1,0.9276655000139726,1433.1692702,1433.1692702,1433.1692702,1433.1692702,1433.1692702,1433.1692702,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,179,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1433.1692702,1433.1692702,1433.1692702,1433.1692702,1434.1472631999932,1434.2073496999947,l,l,1,0.8620123000000603,1435.035480599996,1435.035480599996,1435.035480599996,1435.035480599996,1435.035480599996,1435.035480599996,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,180,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,1435.035480599996,1435.035480599996,1435.035480599996,1435.035480599996,1436.028697799993,1436.0707326999982,j,j,1,0.7657239999971353,1436.801180800001,1436.801180800001,1436.801180800001,1436.801180800001,1436.801180800001,1436.801180800001,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,181,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,positive,1436.801180800001,1436.801180800001,1436.801180800001,1436.801180800001,1437.800296699992,1437.8455894999934,j,j,1,0.6747240999975475,1438.4846484000009,1438.4846484000009,1438.4846484000009,1438.4846484000009,1438.4846484000009,1438.4846484000009,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,182,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1438.4846484000009,1438.4846484000009,1438.4846484000009,1438.4846484000009,1439.4580440999998,1439.519718999989,k,k,1,0.6676699000090593,1440.1528170999954,1440.1528170999954,1440.1528170999954,1440.1528170999954,1440.1528170999954,1440.1528170999954,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,183,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1440.1528170999954,1440.1528170999954,1440.1528170999954,1440.1528170999954,1441.1361334999965,1441.1667051999975,l,l,1,0.9312935000052676,1442.0856113999907,1442.0856113999907,1442.0856113999907,1442.0856113999907,1442.0856113999907,1442.0856113999907,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,184,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,neutral,1442.0856113999907,1442.0856113999907,1442.0856113999907,1442.0856113999907,1443.0639183999883,1443.1308175999875,k,k,1,0.7546838999987813,1443.8475862999912,1443.8475862999912,1443.8475862999912,1443.8475862999912,1443.8475862999912,1443.8475862999912,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,185,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,neutral,1443.8475862999912,1443.8475862999912,1443.8475862999912,1443.8475862999912,1444.8472894000006,1444.8786476999958,k,k,1,0.8094012000074144,1445.6586462999985,1445.6586462999985,1445.6586462999985,1445.6586462999985,1445.6586462999985,1445.6586462999985,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,186,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,negative,1445.6586462999985,1445.6586462999985,1445.6586462999985,1445.6586462999985,1446.6428300999978,1446.675153499993,l,l,1,0.8632781999913277,1447.5266159999883,1447.5266159999883,1447.5266159999883,1447.5266159999883,1447.5266159999883,1447.5266159999883,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,187,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1447.5266159999883,1447.5266159999883,1447.5266159999883,1447.5266159999883,1448.514755199998,1448.5548628999968,l,l,1,0.8929920000082348,1449.4208875999902,1449.4208875999902,1449.4208875999902,1449.4208875999902,1449.4208875999902,1449.4208875999902,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,188,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1449.4208875999902,1449.4208875999902,1449.4208875999902,1449.4208875999902,1450.3980585999961,1450.4759515999904,k,k,1,0.779409199996735,1451.2203938999883,1451.2203938999883,1451.2203938999883,1451.2203938999883,1451.2203938999883,1451.2203938999883,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,189,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,positive,1451.2203938999883,1451.2203938999883,1451.2203938999883,1451.2203938999883,1452.1954480999993,1452.2585751000006,j,j,1,0.878550900000846,1453.0911379999889,1453.0911379999889,1453.0911379999889,1453.0911379999889,1453.0911379999889,1453.0911379999889,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,190,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,1453.0911379999889,1453.0911379999889,1453.0911379999889,1453.0911379999889,1454.0907324,1454.1202723999886,l,l,1,0.9091413999994984,1455.002376599994,1455.002376599994,1455.002376599994,1455.002376599994,1455.002376599994,1455.002376599994,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,191,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1455.002376599994,1455.002376599994,1455.002376599994,1455.002376599994,1455.9758944999921,1456.0377291999903,l,l,1,0.7998831000004429,1456.8082220999931,1456.8082220999931,1456.8082220999931,1456.8082220999931,1456.8082220999931,1456.8082220999931,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,192,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1456.8082220999931,1456.8082220999931,1456.8082220999931,1456.8082220999931,1457.786979899989,1457.855916799992,l,l,1,0.7953708999993978,1458.6054157999897,1458.6054157999897,1458.6054157999897,1458.6054157999897,1458.6054157999897,1458.6054157999897,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,193,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,neutral,1458.6054157999897,1458.6054157999897,1458.6054157999897,1458.6054157999897,1459.5808700999914,1459.649677399997,k,k,1,0.800361100002192,1460.4121761999995,1460.4121761999995,1460.4121761999995,1460.4121761999995,1460.4121761999995,1460.4121761999995,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,194,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1460.4121761999995,1460.4121761999995,1460.4121761999995,1460.4121761999995,1461.3958532999968,1461.4286666999978,k,k,1,1.524293900001794,1462.909976199997,1462.909976199997,1462.909976199997,1463.9515817999927,1463.9515817999927,1463.9515817999927,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,195,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,positive,1463.9515817999927,1463.9515817999927,1463.9515817999927,1463.9515817999927,1464.9409001999884,1464.9756792999979,j,j,1,0.8177862000011373,1465.7855396999948,1465.7855396999948,1465.7855396999948,1465.7855396999948,1465.7855396999948,1465.7855396999948,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,196,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,positive,1465.7855396999948,1465.7855396999948,1465.7855396999948,1465.7855396999948,1466.7480164000008,1466.8109033999935,j,j,1,0.8052926000091247,1467.5817624999909,1467.5817624999909,1467.5817624999909,1467.5817624999909,1467.5817624999909,1467.5817624999909,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,197,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,positive,1467.5817624999909,1467.5817624999909,1467.5817624999909,1467.5817624999909,1468.5698264999955,1468.6001926999888,j,j,1,0.882674099993892,1469.4725620999961,1469.4725620999961,1469.4725620999961,1469.4725620999961,1469.4725620999961,1469.4725620999961,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,198,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1469.4725620999961,1469.4725620999961,1469.4725620999961,1469.4725620999961,1470.474495699993,1470.504636400001,k,k,1,0.7238383999938378,1471.199839199995,1471.199839199995,1471.199839199995,1471.199839199995,1471.199839199995,1471.199839199995,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,199,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,1471.199839199995,1471.199839199995,1471.199839199995,1471.199839199995,1472.1879874000006,1472.219718799999,j,j,1,0.8050285999925109,1473.0025494000001,1473.0025494000001,1473.0025494000001,1473.0025494000001,1473.0025494000001,1473.0025494000001,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,200,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,negative,1473.0025494000001,1473.0025494000001,1473.0025494000001,1473.0025494000001,1473.9756548000005,1474.0366979999962,l,l,1,0.96501200000057,1474.971298999997,1474.971298999997,1474.971298999997,1474.971298999997,1474.971298999997,1474.971298999997,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,201,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,neutral,1474.971298999997,1474.971298999997,1474.971298999997,1474.971298999997,1475.9659433999914,1475.9972257999907,k,k,1,0.7501322000025539,1476.7247994999925,1476.7247994999925,1476.7247994999925,1476.7247994999925,1476.7247994999925,1476.7247994999925,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,202,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1476.7247994999925,1476.7247994999925,1476.7247994999925,1476.7247994999925,1477.7054649999918,1477.7687335999944,l,l,1,0.9495216999930562,1478.6794105000008,1478.6794105000008,1478.6794105000008,1478.6794105000008,1478.6794105000008,1478.6794105000008,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,203,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,neutral,1478.6794105000008,1478.6794105000008,1478.6794105000008,1478.6794105000008,1479.6806123999995,1479.712469399994,k,k,1,0.8918456000101287,1480.5785621999967,1480.5785621999967,1480.5785621999967,1480.5785621999967,1480.5785621999967,1480.5785621999967,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
