distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,160,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,positive,1635.8462171,1635.8462171,1635.8462171,1635.8462171,1636.8281407,1636.8909107,j,j,1,1.092397500000061,1637.9410331999998,1637.9410331999998,1637.9410331999998,1637.9410331999998,1637.9410331999998,1637.9410331999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,17,161,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,neutral,1637.9410331999998,1637.9410331999998,1637.9410331999998,1637.9410331999998,1638.9234121,1638.9881857999999,k,k,1,1.3294427999999243,1640.2816592,1640.2816592,1640.2816592,1640.2816592,1640.2816592,1640.2816592,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,162,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,neutral,1640.2816592,1640.2816592,1640.2816592,1640.2816592,1641.2608928,1641.320052,k,k,1,1.164628399999856,1642.4425772,1642.4425772,1642.4425772,1642.4425772,1642.4425772,1642.4425772,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,163,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,positive,1642.4425772,1642.4425772,1642.4425772,1642.4425772,1643.4155019,1643.4792767999998,j,j,1,1.0973958000004131,1644.5453779,1644.5453779,1644.5453779,1644.5453779,1644.5453779,1644.5453779,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,164,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,positive,1644.5453779,1644.5453779,1644.5453779,1644.5453779,1645.5449262000002,1645.5758193000001,j,j,1,1.3288276999996924,1646.8761049,1646.8761049,1646.8761049,1646.8761049,1646.8761049,1646.8761049,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,165,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,1646.8761049,1646.8761049,1646.8761049,1646.8761049,1647.8569515,1647.9232375000001,k,k,1,1.176695699999982,1649.0584491,1649.0584491,1649.0584491,1649.0584491,1649.0584491,1649.0584491,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,166,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,positive,1649.0584491,1649.0584491,1649.0584491,1649.0584491,1650.0323084000001,1650.0926665000002,j,j,1,1.10665919999974,1651.1709947999998,1651.1709947999998,1651.1709947999998,1651.1709947999998,1651.1709947999998,1651.1709947999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,167,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1651.1709947999998,1651.1709947999998,1651.1709947999998,1651.1709947999998,1652.1578651999998,1652.1923673000001,k,k,1,1.2122627000003376,1653.3833952999998,1653.3833952999998,1653.3833952999998,1653.3833952999998,1653.3833952999998,1653.3833952999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,168,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1653.3833952999998,1653.3833952999998,1653.3833952999998,1653.3833952999998,1654.3826963000001,1654.4122171,l,l,1,1.2573993999999402,1655.6451787,1655.6451787,1655.6451787,1655.6451787,1655.6451787,1655.6451787,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,169,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,negative,1655.6451787,1655.6451787,1655.6451787,1655.6451787,1656.6183139,1656.6797157,l,l,1,1.4226865999999063,1658.0732447999999,1658.0732447999999,1658.0732447999999,1658.0732447999999,1658.0732447999999,1658.0732447999999,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,170,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,neutral,1658.0732447999999,1658.0732447999999,1658.0732447999999,1658.0732447999999,1659.0459033000002,1659.1142338,k,k,1,1.166127200000119,1660.2393028000001,1660.2393028000001,1660.2393028000001,1660.2393028000001,1660.2393028000001,1660.2393028000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,171,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,neutral,1660.2393028000001,1660.2393028000001,1660.2393028000001,1660.2393028000001,1661.2304043,1661.2625005999998,k,k,1,1.047077199999876,1662.2924825,1662.2924825,1662.2924825,1662.2924825,1662.2924825,1662.2924825,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,172,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,positive,1662.2924825,1662.2924825,1662.2924825,1662.2924825,1663.2883781,1663.3249329,j,j,1,1.1888414999998531,1664.4814892999998,1664.4814892999998,1664.4814892999998,1664.4814892999998,1664.4814892999998,1664.4814892999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,173,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1664.4814892999998,1664.4814892999998,1664.4814892999998,1664.4814892999998,1665.4794999,1665.5160677999997,l,l,1,1.2140173000002505,1666.6994183000002,1666.6994183000002,1666.6994183000002,1666.6994183000002,1666.6994183000002,1666.6994183000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,174,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,1666.6994183000002,1666.6994183000002,1666.6994183000002,1666.6994183000002,1667.6928597,1667.7227838,l,l,1,1.1560420000000704,1668.8561335,1668.8561335,1668.8561335,1668.8561335,1668.8561335,1668.8561335,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,175,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1668.8561335,1668.8561335,1668.8561335,1668.8561335,1669.8447711,1669.8746136,j,j,1,1.1501261999997041,1671.0080477000001,1671.0080477000001,1671.0080477000001,1671.0080477000001,1671.0080477000001,1671.0080477000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,176,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,negative,1671.0080477000001,1671.0080477000001,1671.0080477000001,1671.0080477000001,1671.9992143999998,1672.0286663000002,l,l,1,1.1597587999999632,1673.171397,1673.171397,1673.171397,1673.171397,1673.171397,1673.171397,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,177,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,negative,1673.171397,1673.171397,1673.171397,1673.171397,1674.1664793,1674.1964192,l,l,1,1.3151975000000675,1675.4907343,1675.4907343,1675.4907343,1675.4907343,1675.4907343,1675.4907343,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,178,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,positive,1675.4907343,1675.4907343,1675.4907343,1675.4907343,1676.4736588,1676.5078015999998,j,j,1,1.4245504999998957,1677.9135228999999,1677.9135228999999,1677.9135228999999,1677.9135228999999,1677.9135228999999,1677.9135228999999,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,179,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1677.9135228999999,1677.9135228999999,1677.9135228999999,1677.9135228999999,1678.9133516000002,1678.9442494,k,k,1,1.0501082000000679,1679.9713310000002,1679.9713310000002,1679.9713310000002,1679.9713310000002,1679.9713310000002,1679.9713310000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,180,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,positive,1679.9713310000002,1679.9713310000002,1679.9713310000002,1679.9713310000002,1680.9519827,1681.0117449999998,j,j,1,1.1097485999998753,1682.0839077,1682.0839077,1682.0839077,1682.0839077,1682.0839077,1682.0839077,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,181,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,positive,1682.0839077,1682.0839077,1682.0839077,1682.0839077,1683.0698358999998,1683.0998841,j,j,1,1.4658166999997775,1684.5503278,1684.5503278,1684.5503278,1684.5503278,1684.5503278,1684.5503278,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,182,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,negative,1684.5503278,1684.5503278,1684.5503278,1684.5503278,1685.5339955999998,1685.5649865,l,l,1,1.1803079999999682,1686.7367113,1686.7367113,1686.7367113,1686.7367113,1686.7367113,1686.7367113,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,183,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,positive,1686.7367113,1686.7367113,1686.7367113,1686.7367113,1687.7202684,1687.7532494000002,j,j,1,1.151790500000061,1688.894995,1688.894995,1688.894995,1688.894995,1688.894995,1688.894995,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,184,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1688.894995,1688.894995,1688.894995,1688.894995,1689.8833445,1689.9116961999998,j,j,1,1.2946225000000595,1691.1888948,1691.1888948,1691.1888948,1691.1888948,1691.1888948,1691.1888948,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,185,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,positive,1691.1888948,1691.1888948,1691.1888948,1691.1888948,1692.1790142999998,1692.20824,j,j,1,1.1031207999999424,1693.295454,1693.295454,1693.295454,1693.295454,1693.295454,1693.295454,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,186,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,positive,1693.295454,1693.295454,1693.295454,1693.295454,1694.266497,1694.3260491,j,j,1,1.1873995000000832,1695.4876995999998,1695.4876995999998,1695.4876995999998,1695.4876995999998,1695.4876995999998,1695.4876995999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,187,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,neutral,1695.4876995999998,1695.4876995999998,1695.4876995999998,1695.4876995999998,1696.4665455999998,1696.5359153,k,k,1,1.1537692000001698,1697.6446136999998,1697.6446136999998,1697.6446136999998,1697.6446136999998,1697.6446136999998,1697.6446136999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,188,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1697.6446136999998,1697.6446136999998,1697.6446136999998,1697.6446136999998,1698.6378842999998,1698.6701864000001,l,l,1,1.2340580999998565,1699.8808287000002,1699.8808287000002,1699.8808287000002,1699.8808287000002,1699.8808287000002,1699.8808287000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,189,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1699.8808287000002,1699.8808287000002,1699.8808287000002,1699.8808287000002,1700.8876805,1700.9179132,l,l,1,1.4038744999998016,1702.2874376,1702.2874376,1702.2874376,1702.2874376,1702.2874376,1702.2874376,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,190,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,negative,1702.2874376,1702.2874376,1702.2874376,1702.2874376,1703.2650049999997,1703.3300966000002,l,l,1,1.1334358000003704,1704.4194635999997,1704.4194635999997,1704.4194635999997,1704.4194635999997,1704.4194635999997,1704.4194635999997,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,191,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,neutral,1704.4194635999997,1704.4194635999997,1704.4194635999997,1704.4194635999997,1705.3951152,1705.4605413999998,k,k,1,1.017734499999733,1706.4500010000002,1706.4500010000002,1706.4500010000002,1706.4500010000002,1706.4500010000002,1706.4500010000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,192,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,neutral,1706.4500010000002,1706.4500010000002,1706.4500010000002,1706.4500010000002,1707.4418627999999,1707.4740474,k,k,1,1.304547199999888,1708.7498101,1708.7498101,1708.7498101,1708.7498101,1708.7498101,1708.7498101,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,193,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1708.7498101,1708.7498101,1708.7498101,1708.7498101,1709.7425177,1709.7731076999999,k,k,1,1.220530399999916,1710.9804239,1710.9804239,1710.9804239,1710.9804239,1710.9804239,1710.9804239,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,194,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1710.9804239,1710.9804239,1710.9804239,1710.9804239,1711.9848286000001,1712.0141543999998,k,k,1,1.1228682999999364,1713.0985664999998,1713.0985664999998,1713.0985664999998,1713.0985664999998,1713.0985664999998,1713.0985664999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,195,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1713.0985664999998,1713.0985664999998,1713.0985664999998,1713.0985664999998,1714.0960142,1714.1258721999998,l,l,1,1.3022974000000431,1715.4084871,1715.4084871,1715.4084871,1715.4084871,1715.4084871,1715.4084871,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,196,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,1715.4084871,1715.4084871,1715.4084871,1715.4084871,1716.3998477,1716.4299502999997,k,k,1,1.1980085000000145,1717.6061372,1717.6061372,1717.6061372,1717.6061372,1717.6061372,1717.6061372,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,197,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1717.6061372,1717.6061372,1717.6061372,1717.6061372,1718.6096627000002,1718.6404300999998,l,l,1,1.418612700000267,1720.0249479999998,1720.0249479999998,1720.0249479999998,1720.0249479999998,1720.0249479999998,1720.0249479999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,198,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1720.0249479999998,1720.0249479999998,1720.0249479999998,1720.0249479999998,1721.0077574000002,1721.0391306000001,l,l,1,1.381482700000106,1722.4184295,1722.4184295,1722.4184295,1722.4184295,1722.4184295,1722.4184295,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,199,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,positive,1722.4184295,1722.4184295,1722.4184295,1722.4184295,1723.397793,1723.462696,j,j,1,1.2056915999996818,1724.6200896999999,1724.6200896999999,1724.6200896999999,1724.6200896999999,1724.6200896999999,1724.6200896999999,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,200,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,neutral,1724.6200896999999,1724.6200896999999,1724.6200896999999,1724.6200896999999,1725.6269081,1725.6574133999998,k,k,1,1.3203631999999743,1726.9442241000002,1726.9442241000002,1726.9442241000002,1726.9442241000002,1726.9442241000002,1726.9442241000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,201,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,positive,1726.9442241000002,1726.9442241000002,1726.9442241000002,1726.9442241000002,1727.9322940000002,1727.9671205,j,j,1,1.5607355000001917,1729.483698,1729.483698,1729.483698,1730.5195257,1730.5195257,1730.5195257,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,202,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1730.5195257,1730.5195257,1730.5195257,1730.5195257,1731.4956725000002,1731.5648465999998,l,l,1,1.074380999999903,1732.5979474,1732.5979474,1732.5979474,1732.5979474,1732.5979474,1732.5979474,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
